words,tags,length
"931,3249,2950,2936,438,1268,3597,2157,2234,438,1137,1027,152,2978,393,2971,3249,369,3028,1158,950,534,1756,304,438,393,3249,858,2539,1158,950,3639,174,2814,1205,1993,317,2501,1137,1027,152,438,2206,393,804,3232,1859,858,438,950,2206,2539,3639,2490,3426,3329,438,393,931,3249,496,1205,2949,2936,438,1405,2978,1422,2539,393,820,2936,1090,3639,2448,931,614,3269,820,2953,2686,1090,438,393,2490,3426,3329,438,393,2449,428,2687,2961,393,2653,701,1205,1449,2740,438,695,2023,3012,594,84,1704,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,3323,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,2687,3244,1268,3597,2501,1137,1027,152,822,2101,2539,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",181
"931,3249,2950,2687,3244,1268,3597,1273,2234,438,1137,1027,152,2978,393,2971,3249,3723,3841,1158,950,534,1756,304,438,393,3249,3666,3841,1158,950,3639,2448,2490,3426,3329,438,393,931,3249,496,1205,2949,2936,438,1405,2978,1059,3841,393,820,2936,1090,3639,2448,931,614,3269,820,2953,2686,1090,438,393,2449,428,2687,2961,393,2653,701,1205,1449,2740,438,2023,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,470,3106,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,2687,3244,1268,3597,2501,1137,1027,152,822,3586,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",152
"931,3249,2950,2687,3244,1268,3597,3241,2501,438,1137,1027,152,2978,393,2971,3249,0,3723,0,3841,1158,950,534,2448,1756,304,438,393,3249,0,3666,0,3841,1158,950,3639,2448,2490,3426,3329,438,393,931,3249,496,1205,2949,2936,438,1405,2978,0,1059,0,3841,393,820,2936,1090,3639,837,931,3249,2553,1886,1137,1027,152,2978,0,3666,0,3841,579,614,1158,950,393,2449,428,2687,2961,393,931,2971,3835,1412,0,2828,0,2701,89,1455,1236,701,1205,1449,2740,438,695,2023,3639,695,2165,804,2494,3337,1483,438,2124,2868,3906,2951,2093,89,3812,1193,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,0,470,0,3106,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,2687,3244,1268,3597,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",198
"931,3249,2950,1205,438,3510,2041,2501,1137,1027,152,2978,393,2971,3249,0,3723,0,3841,1158,950,534,1599,304,438,393,3249,0,3666,0,3841,1158,950,3639,2448,2490,3426,3329,438,393,931,3249,496,1205,2949,2936,438,1405,2978,0,1059,0,3841,393,820,2936,1090,3639,2448,931,614,3269,820,2953,2686,1090,438,393,2449,428,2687,2961,393,2653,701,1205,1449,2740,438,2023,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,0,470,0,3106,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,3510,2041,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",158
"931,3249,2950,161,2687,1268,3597,2157,2234,438,1137,1027,152,2978,393,2971,3249,0,3723,0,3841,1158,950,534,1756,304,438,393,3249,0,3666,0,3841,1158,950,3639,2490,3426,3329,438,393,931,3249,496,1205,1821,610,2949,2936,438,1405,2978,0,1059,0,3841,393,820,2936,1090,3639,2448,931,614,3269,820,2953,2686,1090,438,393,2490,3426,3329,438,393,2449,428,2687,2961,393,2653,701,1205,1821,610,1449,2740,438,695,2023,3639,695,2165,931,158,438,1226,89,1447,1193,393,1570,931,158,438,1226,804,2494,3337,1483,438,2868,3906,2951,2093,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,0,470,0,3106,2939,1205,1821,610,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,161,2687,1268,3597,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",198
"3614,623,3249,2950,2687,3244,1268,3597,1273,2234,438,1137,1027,152,2978,393,2971,3249,0,3723,0,418,3028,1158,950,534,1756,304,438,393,3249,0,3666,0,3841,1158,950,3639,2448,2490,3426,3329,438,393,3614,623,3249,496,1205,2949,2936,438,1405,0,1059,0,3841,393,820,2936,1090,3639,2448,3614,623,614,3269,820,2953,2686,1090,438,393,2449,428,2687,2961,393,2653,701,1205,1449,2740,438,2023,3639,2448,2490,804,3426,3329,438,393,3614,623,1029,1158,950,822,0,470,0,418,3028,876,1205,948,3763,2936,625,2946,2993,52,3639,3614,623,3249,2950,2687,3244,1268,3597,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,3614,623,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",168
"931,3249,2950,2687,3244,1268,3387,1137,1027,152,2978,393,3152,3269,1158,950,534,1756,304,438,393,2971,3249,858,2539,1158,950,393,892,2157,1028,2234,438,2400,3639,931,3152,2971,950,1492,3795,1372,3639,2490,3426,3329,438,393,3249,496,1372,2949,2936,438,1405,2978,1422,2539,393,820,2936,1090,3639,2157,2490,2936,438,3074,500,2234,438,393,931,2165,2234,820,2936,1090,3639,2490,804,3426,3329,438,393,931,1029,1158,950,822,3323,2939,1372,948,3763,2936,625,393,2946,2993,52,3639,2448,931,3249,2950,2687,3244,1268,3387,1137,1027,152,822,2101,2539,393,2490,3426,3329,2739,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,393,89,2698,158,438,1185,3010,1832,3244,393,3249,873,158,2936,438,1185,2978,393,3244,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",157
"3614,623,3249,2950,2687,3244,1268,3597,3241,2501,1137,1027,152,2978,393,2971,3249,0,3723,0,3841,1158,950,534,1756,304,438,393,3249,0,3666,0,3841,3012,892,174,1957,610,1821,1205,1993,317,2501,1137,1027,152,438,2987,804,1193,1119,1704,1158,950,3639,1028,2234,438,89,2234,2676,2976,3639,2448,2490,3426,3329,438,393,3614,623,3249,496,1205,2949,2936,438,1405,2978,0,1059,0,3841,393,820,2936,1090,3639,2448,3614,623,614,3269,820,2953,2686,1090,438,393,2449,428,2687,2961,393,3152,701,1205,1449,2740,438,2023,3639,2448,2490,804,3426,3329,438,393,3614,623,1029,1158,950,822,0,470,0,3106,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,3614,623,3249,2950,2687,3244,1268,3597,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,3614,623,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",194
"931,3249,2950,161,2687,1268,3597,2157,2234,438,1137,1027,152,2978,393,2971,3249,0,3723,0,3841,1158,950,534,1756,304,438,393,3249,0,3666,0,3841,1158,950,3639,2490,3426,3329,438,393,931,3249,496,1205,2949,2936,438,1405,2978,0,1059,0,3841,393,820,2936,1090,3639,2448,931,614,3269,820,2953,2686,1090,438,393,2490,3426,3329,438,393,2449,428,2687,2961,393,2653,701,1205,1449,2740,438,695,2023,3639,695,2165,931,158,438,1226,89,1447,1193,393,1570,931,158,438,1226,804,2494,3337,1483,438,2868,3906,2951,2093,3639,2448,2490,804,3426,3329,438,393,931,1029,1158,950,822,0,470,0,3106,2939,1205,948,3763,2936,625,2946,2993,52,3639,2448,931,3249,2950,161,2687,1268,3597,2501,1137,1027,152,822,0,3586,0,3841,393,2490,2936,438,1185,578,158,438,393,1512,2762,1137,1027,152,2698,158,438,1185,1065,428,534,931,873,158,2936,438,1185,2978,393,2971,428,3265,438,3093,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",192
"3614,623,3249,2950,2687,3510,2041,2157,2234,438,1137,1027,152,2978,393,1435,532,378,438,393,2971,3249,0,470,0,418,3028,1158,950,534,1756,304,3600,378,438,393,3249,0,3666,0,3841,1158,950,3639,3614,623,614,3269,820,3241,950,2206,438,393,2490,3426,3329,438,393,2449,428,2687,2961,393,3614,623,2971,3835,2950,2687,3510,2041,1137,1027,152,822,2165,3337,1483,438,2868,2124,3906,668,107,2093,438,0,542,701,610,1821,1205,1449,2740,438,2023,3639,3241,438,0,3666,0,3106,3074,804,3460,1372,1993,317,2501,1137,1027,152,438,2206,3639,2448,2490,3426,3329,438,2029,2510,2652,393,2640,623,2129,1824,393,2773,1080,2453,3614,623,438,3764,2739,3355,2157,1925,1197,3329,1089,2539,2082,282,610,2814,1205,2044,1952,438,2687,3739,3402,1871,1497,2653,1952,438,2687,438,393,3614,623,502,1198,114,438,2082,2971,308,428,3639,2448","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",177
