words,tags,length
"7035,976,8095,917,7527,2589,1002,0,3796,5570,1211,5570,1207,0,1037,20,4041,2540,7561,1460,917,3332,4608,5782,2731,7916,3718,4608,1345,2155,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",32
"6707,7527,2589,1002,2143,1037,20,7753,6120,5782,2706,2731,7433,20,7431,6906,2540,7561,1541,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",21
"6396,976,8095,3993,6889","1,2,2,3,0",5
"6707,917,7527,2589,1002,0,1219,0,1037,3993,6889","1,2,2,2,2,2,2,2,2,3,0",11
"7035,677,8095,917,7527,2589,6628,1197,6906,7843,6909,8193,5677,6639,20,7527,2589,7270,2924,1451,5596,20,7431,6906,2540,7561,1541,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",29
"6707,917,7527,2589,1002,5712,3000,0,4041,2540,7561,1541,917,3332,3671,20,7916,7688,3718,4122,3993,7527,2589,2587,20,6707,5709,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",29
"7527,2589,1002,6707,4676,4448,7916,6707,5709,4122,3993,6889","1,2,2,2,2,2,2,2,2,2,3,0",12
"6707,917,7527,2589,6628,1197,1585,5677,2009,2880,20,7753,6120,5782,2731,3724,20,7916,2540,7561,1541,917,7527,2589,3718,4608,917,0,7328,0,6925,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",33
"6707,917,7527,2589,1002,0,3461,0,1037,3993,6889","1,2,2,2,2,2,2,2,2,3,0",11
"7035,976,8095,917,7527,2589,6628,1197,8193,5677,6639,7431,6906,2540,7561,1541,3993,7527,2589,7753,976,6120,917,5782,2731,7916,2540,464,4608,917,5782,2155,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",34
"6707,917,7527,2589,1002,0,3461,0,1037,5570,3796,0,1037,5570,2143,0,1037,1585,0,1211,0,1037,3528,3993,7527,2589,6628,1197,6906,7843,6909,8193,5677,6639,7431,6906,2540,7561,1541,3993,6889,6445,8095,765,6639,6063,20,7753,6120,2731,20,5677,2706,7116,7349,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",57
"6707,917,7527,2589,1002,4041,7629,917,5936,5782,2731,7916,3695,7206,6414,36,4277,917,7465,2540,7494,4608,7328,6925,20,7431,6125,2540,7561,1541,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",32
"6707,917,7527,2589,7753,6120,917,5782,2731,7916,3695,4252,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,3,0",14
"7035,6947,917,7527,2589,4118,0,3461,0,1037,5570,3796,0,1037,5570,2143,0,1037,5570,1211,0,1037,5570,2722,0,1037,5570,1207,0,7453,1585,7916,3695,6207,0,2749,5570,3073,5570,6468,5570,6660,0,36,917,1458,7494,4608,1709,0,3796,0,4032,3993,1197,6906,7843,6909,3030,6639,7527,2589,7431,6906,2540,7561,1541,3993,7035,6947,917,7527,2589,1002,4041,2540,7561,1460,917,3332,4608,5782,2731,7916,6639,917,5709,4608,1345,2155,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",92
"6707,917,7527,2589,1002,4252,3993,6445,8095,765,6639,6063,20,6707,917,7527,2589,7753,6120,2731,20,7916,3695,3280,6925,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",27
