words,tags,length
"3283,2891,2773,2118,3733,0,2805,0,3232,3174,1479,0,3232,3174,3930,0,3232,3174,1783,0,3232,3174,2162,549,734,0,3190,0,1625,1951,2891,2134,913,2251,2414,1495,0,1709,0,3298,3174,2162,549,734,0,2331,0,1625,1951,2891,2134,913,2251,2414,1495,0,1709,0,3298,3174,2162,549,734,0,1992,0,1625,1951,2891,2134,913,2251,2414,1495,0,1709,0,3298,3419,2162,549,734,0,1345,0,1625,1951,2891,2134,913,2251,2414,1495,0,1709,0,3298,3053,3278,336,2963,1798,2468,1133,601,1946,943,2022,3299,3278,946,943,2891,2773,2118,3645,549,1576,1983,895,2806,0,1345,0,1625,2587,2773,2118,1133,3905,1006,837,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",134
"373,1379,2417,2891,2773,2118,1226,1379,913,3078,2162,3635,1994,1316,2029,943,389,466,2587,2957,2773,2118,1133,3905,1006,837,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",28
"373,2695,2417,2891,2773,2118,3887,0,372,0,3232,2587,2957,2118,336,2963,1133,601,1946,1798,2468,943,2448,1133,3905,1006,837,2587,3715,1812,1842,3733,943,1641,3278,1942,2963,1133,373,2695,2417,927,3107,0,1244,0,1587,399,2246,1116,3072,3278,2468,3073,2963,895,3072,1116,373,2695,2417,3278,373,2695,2417,2406,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",68
"1812,2417,3550,943,1641,3278,3283,2891,2773,2118,1226,913,3078,3278,2162,549,734,0,2929,1625,1951,2891,2134,3905,2232,466,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",28
"3283,2891,2773,2118,3887,0,3930,0,3232,3278,1226,913,3577,3078,2162,3905,1006,837,2891,2773,3913,3493,2891,3697,1546,3278,2448,1133,3905,1006,837,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",33
"373,1379,2417,2891,2773,2118,3887,2992,1452,2891,3047,3577,3078,2162,549,1098,1625,1951,2891,2134,3905,2232,3493,1709,3298,3278,2448,2549,3905,1006,837,2587,3715,373,1379,2417,1233,2029,2891,2558,2118,1798,373,1379,2417,2891,2773,2118,3495,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",51
"1379,2417,2891,2773,2118,3887,0,372,0,3232,3278,2992,1379,913,3047,3577,3078,1520,2587,1942,1116,2891,3278,940,2282,1116,2891,2773,2118,2339,3887,0,372,0,3232,3278,3023,1906,2773,2118,2406,3493,2891,3047,3577,3078,1520,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",49
"1942,1092,2061,1430,2891,1127,2050,1576,3887,549,734,0,1992,0,1625,2891,714,2232,3493,3558,0,940,373,3635,2891,2773,2118,3887,2992,3905,1006,3246,2891,3148,913,3078,3278,2162,549,734,0,2510,0,1625,2891,714,2232,466,2587,3715,1942,1092,2061,1430,2891,1127,2050,1576,3887,549,734,0,1345,0,1625,2891,714,2232,3493,3558,0,940,373,3635,2891,2773,2118,3887,2992,3905,1006,3246,2891,3148,913,3078,3278,2162,549,734,0,885,0,1625,2891,714,2232,466,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",100
"3283,2773,2118,3887,1802,2587,2957,341,336,3300,3419,373,1870,943,2448,1133,3905,1006,837,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",21
"1934,2963,1092,2892,2681,2891,2869,2278,3278,2468,1133,2074,2177,2448,2558,2111,2029,1951,3278,2992,714,1452,2891,3577,3078,1091,3170,3812,1934,2963,1092,116,389,2029,2278,3278,2468,1133,2074,2177,2448,2558,216,2029,1951,3278,2992,714,1452,2891,3577,3078,1091,3170,2587,3715,3283,2891,2773,2118,2549,3905,987,837,3278,2992,714,1452,2891,3577,3078,2162,549,2737,3298,3278,3283,3550,943,2891,3287,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",83
