words,tags,length
"6906,6707,6339,2589,7430,20,5677,5464,5225,6639,7116,7349,8162,6889,4463,2752,5570,3870,3695,7441,4399,20,241,6125,6707,4676,241,3088,3168,7012,4448,0,3129,0,3504,7441,4399,5195,917,6061,7727,3280,20,5677,3798,2600,6707,1541,917,6843,1602,4463,20,6171,6707,5709,3993,6889,7562,5570,3870,3695,6125,6707,4676,241,3088,3168,7012,4448,0,3129,0,4129,4332,383,4515,0,3129,0,4608,6436,7441,4399,5195,917,6061,7727,3280,20,5677,1980,1197,2369,7189,3241,794,20,6171,6707,5709,3993,6889,3684,1950,2752,5570,3870,3695,7441,4399,20,241,6125,6707,4676,241,3088,3168,7012,4448,0,3129,0,3504,7441,4399,5195,917,6061,7727,3684,20,5677,3798,2600,6707,1541,917,6843,1602,3684,1950,20,6171,6707,5709,3993,6889,7562,5570,3870,3695,6125,6707,4676,241,3088,3168,7012,4448,0,3129,0,4129,4332,383,4515,0,3129,0,4608,6436,7441,4399,5195,917,6061,7727,3684,20,5677,1980,1197,2369,7189,3241,794,20,6171,6707,5709,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",194
"3695,3280,20,7035,1573,5302,7527,242,3851,917,794,4332,708,1062,6436,1602,4463,20,6707,5709,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",22
"4820,3695,3280,20,5677,2600,5225,5349,5511,7940,917,3378,1150,1602,4463,20,6171,6707,5709,3993,6889,1219,4505,6707,917,1037,8280,794,8193,3695,3280,6909,6707,917,4971,6329,241,510,1037,8303,4332,7557,7109,7460,6436,917,4536,4155,6889,167,4505,3695,3280,6909,6707,917,3998,3993,6889,4820,1197,3036,917,7659,3750,917,510,5415,20,4275,7718,794,4003,3695,6906,3750,917,510,5415,1236,5368,917,7889,20,7955,3695,3280,6909,6707,917,1480,6843,1002,2123,20,2600,7843,6909,3695,917,133,3724,3993,6889,4820,1197,3036,917,7659,3249,2352,917,510,5415,20,4275,7718,794,4003,3695,6906,1037,8280,917,510,5415,1236,5368,917,7889,20,7955,3695,3280,6909,6707,917,1480,6843,1002,2123,20,2600,7843,6909,3695,917,133,3724,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",151
"2752,5570,6906,6707,968,7430,20,3870,3695,6125,6207,4899,4332,1062,2752,6436,4277,917,7465,2540,7494,7165,3280,20,2382,7035,1573,3798,1602,4463,3917,8304,917,4463,2241,20,2145,4463,6526,3835,7944,5511,7940,917,3378,1150,8162,6889,4332,1219,6436,3695,3280,6909,5468,7384,917,3998,4332,1062,7562,6436,4155,6889,4332,167,6436,3870,1002,2694,5415,2352,794,20,7395,5511,1002,8162,6889,7805,8281,2352,917,6707,917,2694,794,2075,0,7846,3323,3249,5415,2352,794,20,7395,5511,1002,2600,3835,4445,3724,7571,5511,8162,6889,4332,3695,3280,6909,6822,2443,2650,6141,8086,794,5368,917,2483,6329,2260,0,6864,6436,2075,0,5473,5415,3724,917,6707,1037,794,0,2075,0,7846,6889,400,20,4275,4332,167,6436,7940,2093,3880,917,5884,2694,794,8040,5570,5884,6822,2443,2650,6141,8086,794,8040,0,6250,5884,1037,794,8040,2924,3179,4003,4840,5971,6138,5412,4332,1062,8165,6436,3724,7442,2352,917,2997,917,794,3993,6889,3870,3695,3280,6909,6707,8281,3609,1002,7760,7527,20,2382,7035,1573,3798,1602,6526,4275,4332,1219,6436,1966,5511,917,4463,3917,8304,917,4463,2241,3993,6889,7562,5570,6906,6707,968,7430,20,3870,3695,6125,6207,4899,4277,917,7465,2540,7494,4608,4332,1062,2691,6436,241,7754,3280,20,2382,7035,1573,3798,1602,4463,3917,8304,917,4463,2241,20,2145,4463,1002,8162,6889,3695,3280,6909,6707,917,1480,6843,0,2075,0,6488,0,8135,0,6822,8281,1602,917,5528,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",283
"6906,6707,7527,2589,7430,20,5677,7116,3835,7349,8162,6889,1219,0,7730,6889,2111,5528,4041,6707,203,1458,7494,3671,20,7916,6707,7527,2589,2587,7165,2862,2155,20,3695,6906,5707,1458,7494,4608,5782,2111,917,20,5677,2600,6707,6822,3241,794,0,0,917,0,4703,1602,2111,5528,3993,6889,464,1950,3695,6906,6707,7527,2589,2587,4608,5782,2111,917,20,5677,2600,6707,1480,6843,1602,464,1950,20,6707,5709,3993,6889,4463,3870,3695,3280,20,5677,2600,3695,3280,6909,6707,6822,3241,794,8193,6707,3998,0,0,917,3378,1150,1602,4463,20,6707,5709,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",115
"6906,7035,3491,8095,7527,2589,7430,20,5677,7116,4551,7349,8162,6889,4463,3695,3280,20,5677,2600,3280,6909,917,1480,6843,0,1602,4463,20,7035,3491,8095,5709,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",35
"6906,6707,968,7430,20,5677,7116,4551,7349,8162,6889,3695,7441,4399,4332,4991,0,3231,6436,241,6906,6707,6639,917,7622,8086,4332,2517,7843,4332,4991,0,4416,6436,2924,1064,7622,8086,917,7884,6436,4277,7441,4399,5195,917,6061,7727,3280,241,3684,4332,4991,0,4722,6436,20,5677,2600,1480,6843,1602,3280,241,3684,1950,20,6707,5709,3993,6889,3695,6906,6707,6639,917,7622,7800,7441,4399,5195,917,6061,7727,3280,241,3684,20,5677,2600,1197,4094,6707,917,794,4332,5108,3675,6436,1602,3280,241,3684,1950,20,6707,5709,3993,6889,7622,4449,1197,6906,7843,6909,8193,5677,6639,20,7431,6906,2540,241,1084,4552,1541,3993,6889","0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",128
"6906,6707,968,7430,20,7035,1573,7116,4551,7349,8162,6889,3695,6906,6707,4676,4448,7371,7430,4332,383,7371,6436,7441,633,3280,241,3684,20,7035,1573,3798,2369,7189,2145,3695,917,4094,794,20,6707,5175,2145,3695,917,1496,4155,3695,7441,4399,3280,241,3684,20,5669,3695,6906,6707,4676,4448,7371,4277,7441,633,3280,241,3684,20,7035,1573,2600,6639,917,6843,1602,3280,241,3684,1950,20,6707,5175,2145,3695,917,1496,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",88
"6843,7527,2589,7349,6889,1797,0,7035,976,8095,917,6843,6628,1197,8193,5677,6639,7431,6906,7688,7561,1541,3993,6889,1105,0,7035,976,8095,917,7527,2589,6628,1197,8193,5677,6639,7431,6906,7688,7561,1541,3993,6889,4245,0,6906,7035,976,8095,968,7430,20,5677,3798,7116,5225,7349,8162,6889,4332,1219,6436,4750,3684,1950,6889,3695,384,4750,3093,4332,4991,0,3461,0,3441,1062,6436,20,7431,4041,4750,3093,4059,4448,0,2702,0,1196,7955,2145,4385,1002,672,6061,7727,3684,4332,4991,0,3461,0,3441,1062,6436,917,20,5677,3798,5302,976,8095,6843,1602,4750,3684,1950,20,1602,4277,7395,1496,3993,6889,4332,167,6436,4750,4463,6889,3695,384,4750,3093,20,7431,4041,4750,3093,4059,4448,2702,1196,7955,2145,4385,1002,672,6061,7727,3280,917,20,5677,3798,5302,976,8095,6843,3863,8281,1602,917,4750,3684,1950,4277,917,1642,1602,4750,4463,20,1602,6754,976,8095,253,5709,3993,6889,4332,1501,6436,5357,4750,4463,6889,3695,7955,7592,3846,6906,5646,2447,553,4332,4991,0,3461,0,3441,1062,6436,2589,384,4750,3093,20,7431,4041,4750,3093,4059,4448,0,2702,0,1196,7955,2145,4385,1002,672,6061,7727,3280,917,20,5677,6277,1602,4275,4515,4332,167,6436,1966,4750,4463,6063,20,6702,3798,5302,976,8095,6843,917,0,167,0,8110,1602,5357,4750,4463,20,1602,6754,976,8095,253,5709,3993,6889,4332,7766,6436,3635,4463,6889,3695,6906,6207,0,6660,0,36,4277,917,7465,1458,7494,4608,4332,4991,0,3461,0,3441,1062,6436,1959,4332,508,2145,1458,7494,4608,6436,20,5646,241,2007,4905,4332,4991,0,3461,0,3441,1062,6436,2589,384,4750,3093,20,7431,4041,4750,3093,4059,4448,0,2702,0,1196,7955,2145,4385,1002,672,6061,7727,3280,917,20,5677,6277,1602,4275,4515,4332,167,6436,1966,4750,4463,6063,20,6702,3798,5302,976,8095,6843,917,0,2877,0,8110,1602,3635,4463,20,1602,6754,976,8095,253,5709,3993,6889,3695,6906,6207,0,6660,0,36,4277,917,7465,1458,7494,3504,4332,383,6436,20,5646,241,2007,4905,2589,384,4750,3093,20,7431,4041,4750,3093,4059,4448,0,2702,0,1196,7955,2145,4385,1002,672,6061,7727,3280,917,20,5677,6277,1602,4275,4515,4332,167,6436,1966,4750,4463,6063,20,6702,3798,5302,976,8095,6843,917,1219,0,8110,1602,3635,4463,20,1602,6754,976,8095,253,5709,3993,6889,4332,3461,6436,7536,4750,4463,6889,3695,7955,7592,3846,6906,5646,978,8137,3560,2589,384,4750,3093,20,7431,4041,4750,3093,4059,4448,0,2702,0,1196,7955,2145,4385,1002,672,6061,7727,3280,917,20,5677,6277,1602,4275,4515,4332,167,6436,1966,4750,4463,1585,4515,4332,1501,6436,1966,5357,4750,4463,6063,20,6702,3798,5302,976,8095,6843,917,0,2946,0,8110,1602,7536,4750,4463,20,1602,6754,976,8095,253,5709,3993,6889,5646,2447,553,2589,5570,5646,241,2007,4905,2589,5570,5646,978,8137,3560,2589,7196,3695,6447,7916,2998,2447,553,5570,4905,5570,978,8137,3560,917,2589,20,2924,3179,2447,553,5570,4905,5570,978,8137,3560,4041,542,7066,7754,20,6567,1182,6202,1503,20,3695,6906,4590,1585,8253,917,4554,2072,20,3304,917,2227,3688,20,279,917,2796,3688,917,2589,3993,6889,6823,6889,145,0,3695,7441,5225,7946,8074,6042,3280,5570,3684,917,20,5677,2924,7116,5260,917,172,8162,6889,4332,1219,6436,7195,4041,3978,5570,2739,5570,7969,5371,443,917,5644,8083,241,6906,7035,976,8095,4747,2837,241,3088,7012,4608,4332,7557,918,7460,6436,2731,0,167,0,4303,8198,20,932,8198,6477,727,5006,917,5226,4155,6889,4332,167,6436,7805,5175,3695,917,7195,3095,5570,6679,4155,6889,4332,1501,6436,3854,5570,452,241,4194,696,312,20,855,3186,7327,20,7741,241,1731,4155,6889,4332,7766,6436,291,6472,5570,91,5570,666,4332,4991,0,3461,0,3441,1062,6436,7727,917,3638,241,6567,1120,891,5987,3854,5570,2929,5570,4194,291,4155,6889,4332,3461,6436,251,2007,4332,4991,0,3461,0,3441,1062,6436,5570,5768,4734,6339,7379,2007,4332,4991,0,3461,0,3441,1062,6436,241,2007,5768,6339,1383,4332,4991,0,3461,0,3441,1062,6436,917,5510,4332,4991,0,3461,0,3441,1062,6436,4155,6889,4332,2362,6436,2488,5104,4332,4991,0,3461,0,3441,1062,6436,5570,3428,5570,1499,5570,6625,4332,4991,0,3461,0,3441,1062,6436,5570,1584,5570,6889,538,5570,7445,5570,6119,5570,7120,361,4332,4991,0,3461,0,3441,1062,6436,6250,6529,4332,4991,0,3461,0,3441,1062,6436,1709,2046,361,4155,6889,4332,2946,6436,6475,404,4565,3055,5646,917,866,5570,5259,1395,553,4155,6889,4332,4509,6436,7441,2557,1585,6849,4332,7955,4539,320,917,4617,633,1585,1937,8207,631,917,6605,5982,1240,4332,2849,7730,3796,6436,6008,7460,6436,8275,7727,917,4155,6889,4332,2877,6436,1675,5570,5061,241,910,4155,6889,4332,3796,6436,7628,1017,4889,241,6674,1017,4332,4991,0,3461,0,3441,1062,6436,4155,6889,4332,5538,6436,6176,5570,7484,7604,5570,2032,4332,4991,0,3461,0,3441,1062,6436,4155,6889,4332,6864,6436,7143,5570,2277,5570,8261,241,6903,1114,4155,6889,4332,7901,6436,6980,241,5592,8218,3180,2093,6042,917,6681,5570,4049,241,2451,3993,6889,4820,7035,976,8095,2507,3998,4332,4991,0,3461,0,3441,1062,6436,20,4059,6445,4275,4515,4332,167,6436,4032,7946,6063,917,1588,7946,7727,3695,3280,917,20,5677,3798,1980,1197,4679,3998,20,7035,677,8095,253,5709,4155,4059,4275,4515,4332,167,6436,4032,7946,7727,3695,3280,917,20,5677,3798,1980,1588,7274,5006,4679,3998,20,7035,677,8095,253,5709,3993,6889,2241,6889,6301,0,7035,976,8095,1267,917,2241,6933,4750,3684,1950,2241,5570,4750,4463,2241,5570,5357,4750,4463,2241,5570,3635,4463,2241,1585,7536,4750,4463,2241,3993,6889,6445,502,2507,6639,6063,20,7035,976,8095,4750,3684,1950,2241,1002,3695,3238,3993,6889,1197,5669,3695,4654,2038,6757,241,7851,3737,1950,2241,20,1950,2241,1002,7851,5973,20,4654,2880,6095,4081,1585,6095,239,20,4820,1910,2880,239,20,6141,2241,5464,3516,239,4864,370,3993,6889,1197,5669,3695,6906,3695,3280,1959,4654,3609,1950,2241,7431,208,5677,3993,5677,5794,3609,2241,917,208,4277,20,3798,5773,6906,7688,7561,1084,5669,838,7829,3993,6889,1197,6906,2038,1585,3609,1950,2241,6909,20,199,2662,3695,4436,3993,6889,3695,3280,4277,20,536,2507,3835,7946,8074,917,20,1950,5008,3695,917,1954,20,6628,5677,888,4617,3369,3994,6008,917,866,1980,3695,917,8069,241,1588,7274,5006,649,5260,917,3839,8162,6889,7928,0,0,1910,2038,2241,20,5669,2241,2038,1307,7318,2880,917,4155,6889,1610,0,0,2241,4415,3695,3280,20,1910,1588,2241,917,4155,6889,148,0,0,2241,5371,5297,370,5669,920,370,20,1910,1588,2241,917,3993,6889,2241,8193,3695,6906,3210,6360,7940,3280,20,1552,4801,2880,3280,398,917,20,2596,2241,3280,6906,3828,3993,6889,5208,7762,3097,6889,512,0,7581,4750,3684,1950,6909,20,6212,1980,5677,1886,3835,4938,8162,6889,4332,1219,6436,1153,7353,4155,6889,4332,167,6436,7688,4155,6889,4332,1501,6436,3695,2041,6627,4332,4991,0,3461,0,3441,1062,6436,4938,4155,6889,4332,7766,6436,5677,8225,917,3208,4332,4991,0,3461,0,3441,1062,6436,2895,2740,4332,3179,8162,6226,917,7279,6250,793,4264,5570,7534,6587,6250,6418,917,2995,5774,6436,4155,6889,4332,3461,6436,1405,6751,3679,917,6751,667,4003,6707,6639,917,3684,5971,3767,917,3695,3684,917,1937,894,1585,97,4155,6889,4332,2362,6436,1197,5570,3695,5570,2241,8193,1588,7274,1654,1886,917,8193,3908,3141,917,4660,5570,6061,5570,3583,1543,1937,917,894,1585,97,3993,6889,7581,4750,4463,5570,5357,4750,4463,5570,3635,4463,5570,7536,4750,4463,6909,20,6212,1980,5677,1886,3835,4938,8162,6889,4332,1219,6436,1153,7353,4155,6889,4332,167,6436,7688,4155,6889,4332,1501,6436,3695,917,2041,6627,4938,5570,7467,4924,894,4155,6889,4332,7766,6436,1950,2241,917,2041,6627,4938,6250,8193,3695,917,2194,2740,4155,6889,4332,3461,6436,7368,2971,1822,866,917,5981,5570,7678,241,1588,6418,667,3767,917,3695,917,2105,894,241,2023,894,4155,6889,4332,2362,6436,1197,5570,2241,8193,1588,7274,1654,1886,917,8193,3908,3141,917,4660,5570,6061,5570,3583,1543,1937,917,894,1585,97,4155,6889,4332,2946,6436,1950,5008,3695,1954,6094,6909,20,199,1886,2507,4734,4816,917,6418,2740,3993,6889,5677,3798,6906,5794,1197,5570,2241,241,1588,7274,5006,1886,917,8193,3141,6418,917,6226,917,3779,97,4277,20,5773,232,7030,3993,6889,5170,7946,927,20,5677,3798,6906,1207,4129,232,7030,3993,5677,7680,6906,7030,4277,5773,5924,1197,5570,2241,241,1588,7274,5006,3993,932,7415,4385,4660,5570,3583,1543,1709,2924,2404,3523,6906,3141,4059,4277,1197,5570,2241,241,1588,7274,5000,3203,7035,976,8095,917,6639,5773,5924,5677,917,7556,5226,3993,6889,3695,5570,2241,241,1588,7274,3482,5677,557,5260,917,691,2589,1002,3461,1037,20,6657,2092,241,1965,2092,3141,4059,4448,3724,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1731
"6906,6707,968,7430,20,5170,3695,3280,20,5677,3798,1980,4463,2241,1602,8245,6843,917,4463,20,6707,5709,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",24
