words,tags,length
"7035,2531,5570,2540,241,5238,5570,7609,5570,8193,7688,1937,917,7843,4938,5570,4734,6339,917,2505,5570,1084,5570,7829,5570,3491,8095,5570,1588,5267,556,273,7659,7805,8193,7035,1573,3248,1098,917,7688,917,5010,6102,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",46
"7035,7688,4332,5225,4542,5884,6707,8040,6436,6628,2540,241,5238,6250,2093,2375,7184,5570,7609,5570,8193,6707,1937,917,1588,7843,4938,5570,5996,7353,5570,7835,5513,5570,2505,5570,1084,5570,838,7829,7314,8112,5267,556,5010,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",47
"4617,5978,7410,677,8099,7805,794,759,2994,683,6008,8095,4332,5225,4542,5884,7035,677,8095,8040,6436,20,2947,7688,4332,5225,4542,5884,6947,8040,6436,7805,917,7762,20,3438,1573,4332,4991,1062,2752,6436,4436,8275,1098,3993,7035,677,8095,7442,677,6125,6947,20,6947,917,7184,2060,7207,64,677,8095,20,3870,6947,8193,7035,677,7077,2924,7346,20,2382,5155,677,8095,917,7184,7460,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",81
"4953,546,2154,4363,1953,4332,1742,6436,8095,2291,5225,4542,6707,6760,6628,2540,6250,2093,2375,4953,546,2154,4363,1953,4332,1742,6436,7384,7184,4332,5225,4542,6707,7384,7184,6436,5570,5848,1480,7184,4332,5225,4542,6707,1480,7184,6436,5570,3998,3562,5570,2505,5570,1084,5570,7829,3523,8193,6707,1937,917,7609,5570,7012,5513,5570,8207,70,1585,1588,5267,556,1006,5010,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",76
"7035,7077,5570,2540,3523,2093,1892,917,7609,5570,7527,1163,5015,5570,3695,7966,5570,7829,5570,1084,7314,5503,5267,556,4029,1002,5884,1260,3659,7898,6620,2994,683,8040,8095,4332,5225,4542,6707,6436,917,5010,6102,3993,6889,6707,4938,5769,917,7631,241,2921,1455,7516,5407,917,253,8193,5769,4859,20,3870,7631,241,2921,1455,5407,8193,5769,917,3606,7269,20,2382,7955,5769,7460,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",79
"7035,677,8095,4654,677,6125,5884,1260,1037,1037,3009,1838,4332,911,3358,6436,8040,4332,5225,4542,6947,6436,3993,5170,1197,7762,7843,7035,677,8095,20,4180,5677,3386,4436,6754,677,8095,4747,20,7431,5008,8095,917,5345,3993,6947,917,7184,2060,7207,64,677,8095,20,835,2507,572,20,2382,5155,677,8095,7460,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",66
"6707,7659,1197,8193,5677,6639,7527,816,2194,917,556,20,3179,7035,2531,5570,2540,5669,5238,5570,7609,5570,8193,6707,1937,917,7843,4938,5570,4734,6339,4332,4991,0,3231,6436,917,2505,5570,1084,5570,7829,7314,8112,1197,8193,5677,1006,8225,917,5267,5669,2921,556,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",56
"1311,4363,8172,0,6673,0,1953,8095,4332,5225,4542,7035,976,8095,6436,6628,5225,681,6102,5010,8162,6889,7035,2531,5570,2540,241,5238,5570,7609,4332,3438,1573,3488,917,7631,241,2921,1455,7516,5407,8193,5769,1405,2341,253,6436,5570,4734,6339,917,2505,5570,1084,5570,7829,20,6250,1197,8193,7035,1573,1006,8225,917,5570,8193,7035,976,8095,1937,917,5901,4938,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",76
"3730,6036,2815,6440,633,7688,4332,5225,4542,6707,6436,6628,2540,241,5238,6250,2093,2375,2531,5570,7609,5570,3998,3562,5570,8193,6707,1937,917,1588,7843,4938,5570,4734,6339,917,2505,5570,1084,5570,7829,7314,8112,5267,556,1006,5010,3993,6889,3870,4275,5010,6707,917,4938,3852,5127,1573,5487,20,2382,7233,7631,241,2921,1455,5407,465,4464,6707,917,5010,6102,20,7233,253,8193,3852,4859,4155,3870,7233,7631,241,2921,1455,5407,917,3606,8193,3852,3606,2924,7346,20,2382,7955,3852,3606,7460,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",102
"1633,0,7731,0,7496,0,6396,0,917,0,4032,6889,102,0,1197,5702,917,7688,7659,4617,5131,1661,2576,1378,7579,1953,4866,289,4332,8007,3358,6436,6008,4332,5225,4542,5884,7035,6889,3656,6889,976,8095,8040,6436,20,2294,1886,5528,5570,464,1950,5570,3280,3639,7384,1585,1588,7384,917,7688,3993,6889,1633,0,7731,0,7496,0,6396,0,917,0,1743,6889,1548,0,7035,976,8095,6628,2540,5570,2531,5570,2537,917,1340,5570,1588,8193,7688,1937,917,7843,4938,5570,6889,5340,6889,4734,6339,917,2505,5570,1084,7314,8112,5267,556,5010,3993,6889","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",113
