words,tags,length
"1197,5232,7527,7762,5570,7035,1573,4436,576,20,7035,976,8095,4747,3993,0,7035,976,8095,4747,5656,6906,2540,7561,1541,3993,6889,7753,976,8095,4747,5570,7035,1573,4186,4127,794,7431,5404,2540,917,5936,5782,77,976,8095,4676,20,6120,5624,2540,7561,1541,3993,3332,4608,7754,5086,917,5368,4608,7659,1458,7494,4608,3993,4971,5570,794,6639,2352,4172,1615,5656,3724,3993,6889,4820,1164,5768,5368,917,3210,4608,20,2382,7955,2145,2483,3088,2862,5008,5368,4608,3993,6889,6445,502,2507,6639,6063,20,7035,976,8095,4676,917,5656,630,1573,2706,7116,7349,917,5656,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",117
"7805,7226,1573,7843,20,3438,1573,4436,576,20,6707,4747,3993,7035,1573,5404,6707,5008,4436,576,917,829,3993,6889,7688,917,7629,1541,6125,2921,2540,7561,3993,6889","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",34
"1197,5232,7527,7762,5570,5677,4436,576,20,7035,677,8095,4747,3993,6889,7035,677,8095,4041,5677,4436,576,5570,4186,4127,794,7431,5404,2540,4277,2706,4676,20,6120,5624,2540,7561,1541,3993,4971,5570,794,6639,2352,4172,1615,5656,3724,3993,6889,5677,4041,2540,7561,6639,917,7629,917,5936,5782,2731,2706,7116,7035,677,8095,6639,917,7349,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",71
"7805,5232,7527,7762,20,7035,1573,4436,576,20,6707,4747,3993,6889,6445,502,2507,6639,6063,20,4041,6707,4747,5570,7035,1573,4186,4127,794,7431,5404,2921,2540,4277,5936,5782,2731,6707,4676,20,7629,453,6125,2921,2540,7561,3993,7035,1573,4041,7629,917,5782,2731,2706,7116,6707,6639,917,7349,3993,6889,7035,6120,7754,5086,917,5368,4608,7659,1458,7494,4608,20,4820,1164,5768,5368,5656,917,20,2382,7955,2145,2483,3088,2862,5008,5368,4608,3993,6889,4971,4332,4991,0,6097,6436,5570,794,2508,4608,4332,4991,0,5874,6436,4029,3203,7629,1716,3724,3993,6889","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",114
"7805,5232,7527,7762,5570,7035,1573,4436,576,20,6707,4747,3993,6889,6707,917,7629,1541,6125,2921,2540,7561,3993,6889,7035,1573,4041,6707,4676,6909,2706,7116,7349,3993,6889","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",35
"1197,5232,7527,7762,1552,5677,4436,576,20,6707,4747,3993,6889,7035,6120,6906,5086,917,5368,6899,1037,4676,5368,4608,20,6906,4285,917,5368,6899,2483,4676,5368,4608,3993,6889,4820,1164,5768,5368,917,3210,4608,20,2382,7955,2145,2483,3088,2862,1002,5368,4608,3993,6889,6707,917,4747,4608,5570,7629,7955,2540,1460,917,5656,7460,3993,4971,4332,4991,0,6097,6436,3203,6707,917,7629,1002,2123,1716,3724,3993,6889","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",84
"4041,1197,5232,7527,7762,20,7035,1573,4436,576,20,6707,4747,3993,8095,4747,5656,6906,2540,7561,1541,3993,6889,6707,7753,1573,4436,576,5570,4186,4127,794,7431,5404,2540,2706,4676,20,4175,7629,7955,2540,1541,917,5656,7460,3993,5677,4041,7629,5782,2731,2706,7116,6707,6639,917,7349,3993,6889,7035,6120,7754,5086,917,5368,4608,7659,2540,7494,4608,3993,2540,7993,5570,2540,6568,5570,794,1436,1585,2540,464,4172,1615,5656,3724,3993,6889,4820,1164,5768,5368,917,4061,20,2382,7955,2145,2483,3088,2862,5008,5368,4608,3993,6889","0,1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",107
"7805,5232,7527,7762,1552,7035,1573,4436,576,20,6707,4747,3993,6889,6707,917,4747,4608,5570,7629,7955,2540,1460,917,5656,7460,3993,794,6639,3851,4608,2291,4991,0,8212,6760,3203,6707,917,7629,2880,3993,6889","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",43
"1197,5232,7527,7762,5570,5677,4436,576,20,6707,4747,3993,6889,6707,4041,5677,4436,576,5570,4186,4127,794,7431,5404,2540,2706,4676,20,4175,7629,7955,2540,8247,917,5656,7460,3993,1458,7494,4608,4332,4991,0,1032,6436,5570,4971,4332,4991,0,6097,6436,1585,794,6639,2352,4608,4332,4991,0,5874,6436,4029,5155,6120,3724,3993,5170,1164,5768,5368,3210,4608,20,2382,7955,2145,2483,3088,2862,5008,5368,4608,3993,6889","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",85
"7805,7226,1573,7843,5570,3438,1573,4436,576,20,677,7688,4747,3993,7035,1573,5404,677,7688,5008,4436,576,917,829,3993,6889,6445,7805,8193,7035,1573,6906,7609,241,7688,1588,5010,4938,7940,502,2507,6639,6063,20,7035,677,8095,6010,587,4676,3993,6889,7035,677,8095,917,7349,4041,7805,7425,4127,794,5570,7035,1573,4436,576,917,1186,0,7328,0,6909,2706,3993,6889","1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",76
