words,tags,length
"3300,2246,2773,3072,993,373,1870,2074,2177,3278,3283,1673,2587,3715,3283,2891,1673,3493,3174,1452,636,3905,3246,2891,341,3422,2587,3715","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",28
"3300,2246,2773,3072,3174,373,1870,2074,2177,3278,3283,1673,2587,3283,1226,1870,2074,2177,3174,2558,2029,2448,1930,3905,1951,1127,356,3278,2957,1452,636,3905,737,2891,341,3422,2587,373,1870,2992,1452,3577,3078,1127,1091,3283,943,2891,3170,2587,3715","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",51
"2963,2246,2773,3072,993,2468,2074,2177,3278,3283,1673,2587,3283,2891,1673,3493,3174,1452,636,3905,837,2891,341,3422,2587,3283,356,3278,2468,1127,1091,3170,2587,3159,2746,302,1031,2927,3174,2029,943,405,1289,2533,3283,2891,1452,3887,2112,1067,1029,2587,3715,373,913,1133,562,2891,2251,1300,3232,356,2251,3493,3278,1133,566,2891,2251,1300,660,356,2251,3493,2587,1942,1035,526,2251,2891,3025,3493,3278,940,636,258,660,1994,1495,3887,2251,3493,2587,3715","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",94
"3300,2246,2773,3072,3174,373,1870,2074,2177,3278,3283,1673,2587,3715,3283,1226,1870,2074,2177,3174,2558,216,2029,2448,1930,3905,1127,356,3278,2957,1452,636,3905,737,2891,341,3422,2587,3715,3283,2753,3354,3715","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",43
"2963,2246,2773,3072,3278,2468,2074,2177,3278,3283,1673,3278,3283,1673,3493,837,2549,3905,1006,2587,3715,2992,3283,1673,3174,2468,2558,216,2029,2448,1930,3905,2891,3047,3577,3078,3278,3283,356,3278,373,913,837,2549,3905,1006,2587,1812,1842,3733,943,1641,3278,373,913,3887,2468,1127,1091,3170,2891,341,2587,3715,373,913,2209,562,2891,2251,1300,714,2232,3493,2587,1934,1035,526,2251,2891,3025,3493,3278,940,258,660,1994,1495,3427,2251,3493,2587,3715,3159,0,3174,2029,943,389,3493,0,0,679,1827,913,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",108
"3300,2246,2773,3072,3174,373,1870,2074,2177,3278,3283,1673,2587,3715,3283,1226,1870,2074,2177,3174,2558,2029,2448,1930,3905,1127,356,3278,2957,1452,636,3905,737,2891,341,3422,2587,3715","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",38
"2963,2246,2773,3072,3174,1278,905,2074,2177,3278,3283,1673,2587,1278,905,2074,2177,712,2723,2963,1664,2111,264,216,2029,3278,1278,905,2240,930,2448,1930,3905,2587,3715,913,1069,3905,1006,837,2587,1278,905,1091,2891,3170,3680,2549,3905,1006,2891,1452,3577,1127,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56
"2963,2246,2773,3072,3174,2468,2074,2177,3278,373,2695,2417,1673,2587,3715,373,2695,2417,2992,2468,1209,216,2029,2448,2074,2177,1951,1127,356,3278,2468,1930,3905,3427,617,2587,913,1069,3905,1006,837,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",43
"2963,2246,2773,3072,3174,2468,2074,2177,3278,3283,1673,2587,3715,913,1069,3905,1006,837,2587,3159,821,341,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",25
"3397,1379,2417,1798,3635,1770,3278,373,1379,2417,2891,12,1798,3635,3495,2587,3715,3397,1379,2417,1133,3635,3157,394,601,3278,2963,2246,2773,3072,3278,2468,2074,2177,3278,373,1379,2417,1673,2587,3715,373,1379,2417,1673,3174,2468,2558,216,2029,2448,1930,3905,2495,1379,2417,2891,356,1456,3278,1379,913,1069,3905,264,170,1454,837,2587,3159,3174,2029,943,405,1289,821,341,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",80
"2963,2246,2773,3072,3174,2468,2074,2177,3278,373,3635,1673,3278,2417,1673,341,1133,3905,1006,837,2587,3715,1226,3635,1673,3174,2468,2558,216,2029,2448,1930,3905,2891,3047,3577,1591,3635,356,3278,913,1069,3905,1006,837,2587,295,3493,2209,562,2891,2251,3493,712,714,2232,3493,2587,3159,3174,2029,943,389,1289,821,341,1029,2587,3715,1942,1035,526,2251,2891,3025,3493,3278,940,636,258,660,1994,1495,3427,2251,3493,2587,3715,2992,2963,389,216,2029,3078,2162,2468,2074,2177,264,678,2394,1077,2448,2832,2029,610,3278,373,1870,3483,549,84,1947,2753,2746,302,2261,0,297,2927,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",122
"2963,2246,2773,3072,3174,2468,2074,2177,3278,3283,1673,2587,3715,913,1069,3905,1006,837,2587,3159,3174,2029,943,389,1289,821,341,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",30
"1906,3174,2963,2246,2773,3072,3174,2468,2074,2177,3278,3283,1673,2587,3715,683,3174,373,913,1133,3905,1006,837,2587,3159,3174,714,2232,3493,3174,2029,943,389,1289,821,341,1029,2587,3715","0,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",39
"2963,2246,2773,3072,3278,2468,2074,2177,3278,3283,1673,2587,3715,3283,1673,3174,2468,2558,216,2029,2448,1930,3905,3887,3283,2891,356,1456,3278,913,1069,3905,1006,837,2587,3159,3174,2029,943,405,1289,821,341,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",46
"2963,2246,2773,3072,3174,2468,2074,2177,3278,3283,1673,2587,3715,913,1069,3905,1006,837,2587,3159,3174,2029,943,389,3493,3174,3905,2232,1289,821,341,1029,2587,3715","1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",34
"2963,3158,2246,2773,3072,3278,1369,3897,2074,2177,3278,3283,1673,2587,3715,373,913,1069,3905,1006,837,3278,3283,3455,12,2891,0,1709,0,1730,1127,356,2587,3715,2963,2965,389,3283,216,2029,2891,3278,3283,3703,1553,2587,3715,3283,987,2891,937,679,3887,3708,937,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",57
"3300,2246,2773,3072,3174,373,1870,2074,2177,3278,3283,1673,2587,3715,2992,3283,1673,3174,373,1870,2558,2029,2448,1930,3905,2891,3047,3577,3078,3283,356,3278,913,1069,3905,1006,837,2587,3715,1812,1842,3733,943,1641,3278,3283,356,2891,341,2495,1870,1127,1091,3170,2891,341,2587,3715","1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",58
