words,tags,length
"1133,3283,3157,394,3278,533,549,2836,3068,1401,2737,3278,2468,2620,2460,3551,3015,2135,3068,3551,3278,3283,2406,2587,3068,3551,2891,1677,3887,549,2737,1946,3283,714,1093,2891,1711,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0",39
"1133,3283,2773,2118,394,3278,373,1870,1091,968,3170,656,3715,1906,3174,549,1133,3283,356,1153,394,2746,37,1153,3278,2000,2927,2836,3068,2737,3278,373,1870,2699,3905,837,2891,2795,2891,0,959,2135,3551,3278,3283,3825,258,549,2891,1172,2587,3715,683,3174,549,1133,3283,356,1153,2195,3068,1026,433,3112,555,3278,373,1870,2699,3905,837,2891,2795,2891,0,959,2135,433,3112,2492,3278,3283,3825,258,549,2891,1172,2587,3715,355,3174,549,2836,1190,264,1133,3283,356,1153,1951,2836,3068,2737,3278,373,1870,2699,3905,837,2891,2795,2135,3551,3278,3283,3825,258,549,2891,1172,2587,3715,28,3174,549,2836,1190,264,1133,3283,356,1153,1951,2836,3068,1026,433,3112,555,3278,373,1870,2699,3905,837,2891,2795,2135,433,3112,2492,3278,3283,3825,258,549,2891,1172,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",160
"1133,373,1665,2417,3157,394,3278,2468,1091,1881,3170,656,3715,3551,1934,549,2737,3278,2468,2699,968,568,2891,2297,805,2460,3551,3015,2135,1124,3551,648,3278,3424,373,1665,2417,2406,656,3715,40,1906,3230,549,2737,1946,2035,405,2891,373,1665,2417,2891,2029,2746,1363,2927,3812,3715,40,683,3230,549,2737,728,1665,2417,2891,2971,2746,302,0,1747,2927,2587,3715,1430,2992,1427,3905,2232,1217,2162,1879,3905,2232,3493,3278,1934,549,1133,478,3905,2232,3493,3577,1432,2725,3278,2468,2620,2549,258,3905,2232,3493,2199,1665,2417,216,2029,2891,0,772,2460,1430,3015,2135,2892,1124,1430,648,2587,3715,647,3130,549,2725,2162,2773,2118,927,3278,2468,2620,2199,1665,2417,2891,3600,2795,2460,647,3130,3015,2135,1124,647,3130,648,3278,373,1665,2417,2406,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",157
"1934,549,2737,3278,373,1870,2620,2699,3283,2891,2795,2135,3551,924,2801,3278,3283,1766,2406,2587,3551,2891,2801,2992,549,2737,1529,1029,3278,946,2254,895,2806,1802,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",36
"1133,3283,3157,394,3278,2468,1091,1881,3170,656,3715,2737,264,2390,3130,2725,3130,1934,549,2737,264,2390,2746,302,0,1765,2927,3278,2468,2699,549,2737,264,2390,54,3493,2746,302,0,2879,2927,2891,714,1093,2135,2737,264,2390,3130,3278,3283,2406,2587,3715,2992,3283,5,714,2232,1217,2746,37,5,714,2232,3493,2927,3278,1934,549,2549,478,714,2232,3493,3577,2725,3278,2468,2620,1133,478,714,2232,3493,2699,1483,1093,2891,0,1901,2135,2725,3130,3278,1063,2773,2118,927,3278,2135,1951,714,1093,2627,1525,2587,3715,647,2725,3130,549,2549,2773,3913,1946,1432,2725,3278,2468,2699,714,647,3493,2891,714,1093,2135,647,2725,3130,3278,3283,2406,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",136
"1934,549,2737,3278,3283,1151,2406,3278,2468,2699,2737,2375,3159,2891,2795,2135,1124,3551,648,1158,3551,3015,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",24
"1133,3283,2773,2118,394,3278,993,1133,3283,2582,2891,598,2006,3278,2468,2699,968,943,1091,3170,656,3715,3551,533,549,1133,2773,2118,394,1771,3278,2448,2992,3327,1529,0,2919,0,3493,2195,258,3068,264,258,3068,1011,1401,2737,3278,2468,2699,2795,2135,3551,3278,3283,2406,2587,3715","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",59
"1133,3283,3157,394,3278,2468,1091,1881,3170,656,3715,549,2549,734,0,753,0,1625,2746,302,0,1813,2927,1951,2891,2134,714,3232,356,2251,3493,3577,2979,2737,264,2390,2746,302,0,2543,2927,3278,2468,2699,3283,2029,2746,3877,2801,2927,2135,2737,264,2390,3130,3278,3283,2406,2587,3715,549,2549,734,0,753,0,1625,1951,2891,2134,714,3232,356,2251,3493,3577,564,3278,993,2992,3283,356,2746,264,1994,3762,2927,1529,0,1754,0,1587,3278,2836,1190,2746,302,0,2357,2927,382,2891,3835,1401,2737,264,2390,3278,2468,2699,3283,2029,2746,3877,2801,2927,2135,2737,264,2390,3130,3278,3283,2406,2587,3715,549,2549,734,0,753,0,1625,1951,2891,2134,714,3232,356,2251,3493,3577,564,3278,2836,3356,1190,264,2992,3283,356,2746,264,1994,3762,2927,1529,0,1754,0,1505,2836,1190,382,2891,3835,1401,2737,264,2390,3278,2468,2699,3600,2795,2135,2737,264,2390,3130,3278,3283,2406,2587,3715,1124,3283,2029,648,2322,549,2737,264,1817,2891,3283,3600,2795,1848,2891,886,2029,264,3141,2029,3419,2035,405,2029,2891,1874,1029,2587,3715","0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",214
"1934,549,3356,1112,1739,2746,302,0,1746,2927,3278,2448,2992,1112,1739,3151,1529,0,1754,0,3711,394,2746,37,2927,3278,2996,2507,3887,1439,993,643,2891,3835,1336,2737,3278,2468,2699,3905,3039,3774,3283,2891,3600,2795,2135,1112,3551,3278,3424,3283,1151,2406,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",56
"549,2549,3283,356,1529,720,3493,2195,3068,1401,2737,3278,373,1870,1230,2029,2746,3877,2801,2927,2135,3551,3278,3283,2406,3812,549,2836,1190,264,2549,3283,356,1529,720,1505,2836,3068,1401,2737,3278,373,1870,2699,549,2737,1483,2891,3551,2814,2135,3551,3278,2448,2233,549,2737,1483,3283,3039,1279,2029,2746,3877,2801,2927,3278,3283,2406,2587,3715","1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0",71
